,date,content
117,2022-09-09 15:42:36+00:00,@Maura_BV @tcoreagain @RexChapman Still not Irish. If you come and live here then you'll be Irish as many other immigrants who have moved to Ireland have become Irish.
118,2022-09-09 15:41:31+00:00,Como se nota que el cole en el que trabajo está lleno de ingleses……. Lo que he tenido que oír esta mañana sobre la queen vaya tela colega
119,2022-09-09 15:40:48+00:00,@AndrewHarbison1 @fizzlefozzle @alundi123 @tcoreagain @RexChapman If they pay taxes in Ireland I'll allow them to be Irish.
120,2022-09-09 15:39:31+00:00,@_arbitrageur_ @mactire80 @Maura_BV @tcoreagain @RexChapman If you've never been to Ireland how can you be Irish?
121,2022-09-09 15:39:09+00:00,"@unadunphy A political statement at what is still the death of a 96 year old woman, you are missing this"
122,2022-09-09 15:37:00+00:00,@psychobitch1995 @tcoreagain @RexChapman Unless you were born in Ireland or have lived here for the majority of your life you are not Irish. And boats have been around for thousands of years you eejit.
123,2022-09-09 15:36:18+00:00,What Irish theatre folk say in the WhatsApp groups vs. what they post on Twitter is fucking WILD. 🤣
124,2022-09-09 15:33:48+00:00,@420Fpl Pep killed the queen?
125,2022-09-09 15:33:05+00:00,"Join me for #theclassichitsshow this evening Live @ 6pm on @liffeysoundfm I’ll be playing super #classichits 80’s-00’s 😀🎶 My Irish song of the week will be LIVELONG Day from @peteandtomonso1 .Tune in on @tunein , @myTunerRadio https://t.co/fc5YRRLvPk or 96.4FM on the📻 in Lucan https://t.co/CKVcRqFuAC"
126,2022-09-09 15:32:54+00:00,Fans of @ShamrockRovers chanted “#LizzysInABox” last night after the death of Britains Queen Elizabeth - on this #opinionsmatter podcast there was uproar. You can listen here&gt;&gt; #shamrockrovers #QueenElizabeth https://t.co/IjR1lMCYl9
127,2022-09-09 15:32:53+00:00,"Ya reckon  I quoted something to do with Arsenal this morning and match off.  It was respectable and  yes got something like this.    Is Arsenal just for for England ,Britain  now https://t.co/lzHiFWh0aF"
128,2022-09-09 15:30:58+00:00,@Galaxy7_1991 @killswitchkatie I think it’s important in addressing the turn towards transphobia in the UK govt that Mermaids win.
129,2022-09-09 15:27:47+00:00,"PAYPIGS GET ON THIS LADY SITE, STOP PULLING YA PECKA!!! TO THE QUEEN LMFAO https://t.co/ecBEmHhA5r"
130,2022-09-09 15:25:15+00:00,@SeananHerrick @alundi123 @tcoreagain @RexChapman You're still not Irish. Sorry.
131,2022-09-09 15:23:25+00:00,I can't stop listening to @KNEECAPCEOL is this how u learn irish
132,2022-09-09 15:18:50+00:00,I’ll never get my head around the fact that the Queen and Jeremy Corbyn supported the same football team. https://t.co/n61haSraIF
133,2022-09-09 15:12:23+00:00,"It must be comforting for the Royal Family to know that Queen Elizabeth is reunited with her late family members. 

Her husband, her second cousin, and her third cousin for example.

And her other deceased relatives who aren’t Prince Philip."
134,2022-09-09 15:09:15+00:00,@rapossica @thiwitter Coloca queen death ireland no twitter que você já acha algumas pérolas
135,2022-09-09 15:03:03+00:00,@ShawnteJamesMD Irish Twitter is perhaps the most informative content on Twitter. 🙌🙌🙌🙌
136,2022-09-09 15:02:37+00:00,“Irish people who are against the monarchy are hypocrites because they (somehow?) benefitted under religious imperialism” is probably the worst take I’ve had the displeasure to read today. https://t.co/ZTuD7titGl
137,2022-09-09 15:01:39+00:00,"Respect for your monarchy and all that but please do not force feed me your grief here in Ireland.   Monarchies by definition are absurd. rip to a lovely lady ( the queen ) but Ireland , Irish people are not obliged to shed crocodile tears for the British monarchy"
138,2022-09-09 14:59:54+00:00,"@BlondeCherokee1 @MarkRainycity A lot of that ensuing in the coming weeks! 
I can't help but think that all the tat sold with the Queen's visage will continue to outsell new stuff w Charles' image. I mean, Charles just doesn't have the panache of his mom!"
139,2022-09-09 14:56:15+00:00,"This is the sort of honest, factual and objective reporting that should be conducted by the Irish Media, rather than the narrow bias we’ve seen in the last 48 hours.

Well done @LarryMadowo https://t.co/lOWvxHBQY7"
