,date,content
104,2022-09-08 19:09:01+00:00,"Deepest condolences to H.M. #King #Charles @ClarenceHouse, the #RoyalFamily, the #UK Government, &amp; the British people on the loss of #Queen #Elizabeth.The Queen's reign was long, important, &amp; admired around the world. Her #duty &amp; public service were evident; end of an era.#RIP https://t.co/CpuRWfc2kk"
105,2022-09-08 19:07:21+00:00,@AJDelgado13 Not a nice tweet.  She was his Grandmother. A family is in mourning.  RiP.
106,2022-09-08 19:06:29+00:00,Queen Elizabeth RIP 1926-2022
107,2022-09-08 19:04:57+00:00,"A sad day for the people of Britain and the common wealth. I admired Queen Elizabeth and her life of service.Her visit to the Republic of Ireland in 2011 was hugely historical and for many,it cemented the peace process between our countries.May she rest in peace. #QueenElizabeth"
108,2022-09-08 19:00:41+00:00,Her Majesty The Queen 1926 - 2022 https://t.co/TjY672Z6t2
109,2022-09-08 18:59:44+00:00,"Asking an Irishman on his thoughts about the Queen of England's death is like asking a Ukrainian on there thoughts about if Putin died, prepare yourself. 🤫 #eire32 https://t.co/7LufZ9Qz6m"
110,2022-09-08 18:58:19+00:00,"Ah Pat, thank you for letting me know. Was a pleasure getting to know her. A lovely lovely lady. May she rest in peace. https://t.co/4v0mYevGjN"
111,2022-09-08 18:56:33+00:00,"This evening, @irishinbritain, of which I am a trustee, issued this statement on behalf of the Irish community in Britain on the death of HM Queen Elizabeth. Ar dheis Dé go raibh a hanam. https://t.co/LHhFF9FL7l https://t.co/pfUyBYtp6d"
112,2022-09-08 18:49:19+00:00,@nischal_15 Game will get PP England go into 12 day closer over Lizzie
113,2022-09-08 18:49:16+00:00,"@MarkExton2 @liz_lizanderson @IanDunt No. Not today nor for the next week. It’s not like Charles’ coronation will be for a few months. Yes, the royal family won’t see our Twitter ramblings, but there are millions of people grieving today. We might not understand why, but it is an irrefutable fact"
114,2022-09-08 18:47:32+00:00,Heartbreaking news. May she rest in peace. https://t.co/NRd9L1SYHh
115,2022-09-08 18:39:19+00:00,Are we going to get a repeat of the rip baroness thatcher saga
116,2022-09-08 18:35:49+00:00,Came out of the cinema after seeing When The Crawdads Sing and seen the queen of England died and Irish twitter have a field day.
117,2022-09-08 18:35:41+00:00,"RIP to Queen Elizabeth II, I was just going to mention we only have 18 tickets left for this show but now is not the time to buy them from https://t.co/GhC3NSFRII https://t.co/8kRr2bgnpz"
118,2022-09-08 18:29:50+00:00,@MisterMarilyn Devastatingly sad 😞 a true icon of out generation 🇬🇧 rest in peace 🙏😓
119,2022-09-08 18:26:58+00:00,"RIP Queen Elizabeth ll. A beautiful woman. I hope you are reunited with your love, Philip and are happy https://t.co/fj05cl9Q4y"
120,2022-09-08 18:24:50+00:00,I remember her visit in 2011. She got an extraordinary welcome from the people of Cork. RIP Queen Elizabeth https://t.co/O0GvpVEjUK
121,2022-09-08 18:20:41+00:00,"We will miss you, Your Majesty Queen Elizabeth II 😢"
122,2022-09-08 18:16:52+00:00,"@AndythePandy_ Honest to god, there’s no humanity at all left in this place. I have to say I had immense time for the lady and I think history will remember her as a genuinely transformative lady who did a huge amount of good during her long life. May she rest in peace ."
123,2022-09-08 18:13:56+00:00,@ko_oneill BBC news is just using “His Majesty the King” as of 2 mins ago
124,2022-09-08 18:12:56+00:00,"Compared to Tony Blair’s empathetic reaction to the death of Diana, that was a rather pathetic public statement for such an important moment."
125,2022-09-08 18:11:18+00:00,"Think what you will of the lady, but her Majesty Queen Elizabeth was a genuinely transformative person and a great monarch. May she rest in peace."
126,2022-09-08 18:08:35+00:00,Farewell to a life well lived and to the end of an era for our neighbours in Britain and on this island too. May she rest in peace. https://t.co/VdqCt4ybJ2
127,2022-09-08 18:04:30+00:00,RIP Her Majesty Queen Elizabeth II 🇬🇧
128,2022-09-08 18:04:20+00:00,@Telegraph God .. as if the UK needed this .. RIP
129,2022-09-08 18:02:56+00:00,"I appreciate that the UK has lost their much beloved Monarch, but it’s kind of taking the piss when her death is reported as “Other Sports” on the Sky Sports App. #Queen #sky #skysports https://t.co/8f7v8PzFvp"
130,2022-09-08 18:02:49+00:00,@rtenews RIP 🌹 I hope Elizabeth left the six counties to Ireland in her will?
131,2022-09-08 18:02:01+00:00,Only person who should be called her majesty is my president Michael something
132,2022-09-08 18:01:55+00:00,rip the queen you would have loved bq2
133,2022-09-08 18:01:50+00:00,"We are saddened to learn of the passing of Queen Elizabeth, mother, grandmother, great grandmother. May she rest in peace #QueenElizabeth https://t.co/YsemMRXral"
134,2022-09-08 18:00:59+00:00,wait how does lizzy’s death have anything to do with the dream it con ???
135,2022-09-08 18:00:59+00:00,A remarkable life. RIP. https://t.co/dQJVkmCn57
136,2022-09-08 17:58:48+00:00,Rest in peace https://t.co/PUou6WsoEK
137,2022-09-08 17:57:56+00:00,So sorry to hear of the passing of Queen Elizabeth II - ‘she was some woman for one woman’ 💗💗💗 🇬🇧 RIP https://t.co/2dGvY1GLum
138,2022-09-08 17:57:38+00:00,"@WayneMull82 @gavreilly Wayne, like or dislike the royal family. Your choice man  but calling someone a west brit while having an Aston villa badge as your profiler is fairly hypocritical"
139,2022-09-08 17:56:49+00:00,The death of Queen Elizabeth has happened. How devasting this news is. Finally she can be with Prince Philip. She was an amazing woman who served her country well. Hopefully her family can mourn her passing without any unnecessary drama.
140,2022-09-08 17:52:42+00:00,@Cathal_Dennehy @KieranKelly1988 It's been taken offline due to death of Queen Elizabeth. VPN and YouTube stream is your only option now.
141,2022-09-08 17:52:30+00:00,Rest in Peace Queen Elizabeth 🕊 https://t.co/AhS8GJRb9q
142,2022-09-08 17:51:45+00:00,RIP Her Majesty
143,2022-09-08 17:51:28+00:00,England now to spend millions upon millions celebrating a rich old woman while half the country is struggling to heat their homes and put food on the table. I just don’t get it.
144,2022-09-08 17:48:44+00:00,"Eternal rest grant unto her, O Lord, and let perpetual light shine upon her.RIP HM Queen Elizabeth II. Long live HM King Charles III. https://t.co/KS11HuIsj4"
145,2022-09-08 17:48:22+00:00,Britain’s Queen Elizabeth II has died at the age of 96.In a statement The Royal Family said “The Queen died peacefully at Balmoral this afternoon.” https://t.co/I0h3uGqt8g
146,2022-09-08 17:46:59+00:00,@RoyalFamily May she rest in peace
147,2022-09-08 17:46:36+00:00,Spare a thought for those who found out about the Queen's death while listening to Pete Tong on BBC Radio 1 Dance https://t.co/pR48VMmWGj
148,2022-09-08 17:46:02+00:00,"@RoyalFamily RIP. A wonderful public servant. Commiserations to our British neighbours, families &amp; friends."
149,2022-09-08 17:45:24+00:00,rip queen lizzie you would have loved lazy by baby queen
150,2022-09-08 17:43:11+00:00,I was off school with chicken pox when I heard on the radio of the death of George VI &amp; the accession of Elizabeth. The end of an era indeed.
151,2022-09-08 17:42:06+00:00,Deciding whether it’s bad to laugh at an old woman dying vs dunking on the royal family https://t.co/pJWreqneT9
152,2022-09-08 17:41:51+00:00,What a dignified and stately lady Queen Elizabeth was. Those that follow her have a lot to live up to. Her sense of duty never faltered RIP #QueenElizabeth
153,2022-09-08 17:41:18+00:00,"What a dedicated servant to her people, duty-bound to the very end. End of an era but a reign to be celebrated. RIP QEII 😢 https://t.co/m80PyrswUi"
154,2022-09-08 17:41:13+00:00,Your take on Queen Elizabeth's death is important to me. Please hold.
155,2022-09-08 17:41:12+00:00,"What an incredible woman, giving such steadfast public service throughout. Royalist or no, she was a remarkable woman who can only be admired. May she now rest in peace."
156,2022-09-08 17:40:49+00:00,"God bless our beloved Queen Elizabeth II, may she rest in peace Long Live The King 🇬🇧"
157,2022-09-08 17:40:36+00:00,"Rest in Peace, HM Queen Elizabeth II. Such sad news. A life of great service."
158,2022-09-08 17:40:18+00:00,No mater what you think of The Queen or The Royals she was a Mother Grandmother a Great Grandmother an end of an era RIP #RIPQueenElizabeth #QueenElizabeth
159,2022-09-08 17:39:59+00:00,@BeattieDoug @uuponline RIP. A true public servant.
160,2022-09-08 17:39:51+00:00,"#QueenElizabeth is dead. Not going to lie folks, I've a bit of a lump in my throat. The end of an era. May she rest in peace."
161,2022-09-08 17:39:39+00:00,@RoyalFamily She was one of a kind. Irreplaceable. RIP
162,2022-09-08 17:39:17+00:00,May she Rest In Peace Love from Ireland 🇮🇪 https://t.co/Y1q8IHPdx0
163,2022-09-08 17:39:10+00:00,"queen dying and arctic monkeys releasing a new album, england in it's redemption era"
164,2022-09-08 17:38:24+00:00,"RIP Queen Elizabeth II. Whatever your views on the monarchy, she was some woman. I think she was amazing."
165,2022-09-08 17:37:48+00:00,@donnamacbabe Such a sad day for the whole of the United Kingdom.. RIP her majesty
